GeneID,ftype,gene,EC_number,product,locus_tag,function,BRO_1_ANAMMOX,BRO_2_ANAMMOX,BRO_1_SP_ELECTRODE,BRO_2_SP_ELECTRODE,,GeneID
PROKKA_22514,CDS,,,hypothetical protein,,,106,152,38,49,,PROKKA_22514_CDS___hypothetical protein__
PROKKA_22515,CDS,,,general secretion pathway protein K,BROSI_A3511,,143,200,38,71,,PROKKA_22515_CDS___general secretion pathway protein K_BROSI_A3511_
PROKKA_22516,CDS,,,Tfp pilus assembly protein PilN,SCALIN_C03_0132,,189,369,69,100,,PROKKA_22516_CDS___Tfp pilus assembly protein PilN_SCALIN_C03_0132_
PROKKA_22517,CDS,,,"ATP-dependent protease Clp, ATPase subunit",SCALIN_C03_0133,,43,52,24,37,,"PROKKA_22517_CDS___ATP-dependent protease Clp, ATPase subunit_SCALIN_C03_0133_"
PROKKA_22518,CDS,,,permeases of the major facilitator superfamily,SCALIN_C03_0134,,51,53,15,23,,PROKKA_22518_CDS___permeases of the major facilitator superfamily_SCALIN_C03_0134_
PROKKA_22519,CDS,,,general secretion pathway protein F,BROSI_A3515,,76,136,36,33,,PROKKA_22519_CDS___general secretion pathway protein F_BROSI_A3515_
PROKKA_22520,CDS,,,glycosyltransferase family protein,BROSI_A3516,,159,229,63,98,,PROKKA_22520_CDS___glycosyltransferase family protein_BROSI_A3516_
PROKKA_22521,CDS,,,membrane-bound mannosyltransferase,BROSI_A3517,,197,280,137,148,,PROKKA_22521_CDS___membrane-bound mannosyltransferase_BROSI_A3517_
PROKKA_22522,CDS,,,hypothetical protein,,,27,28,12,34,,PROKKA_22522_CDS___hypothetical protein__
PROKKA_22523,CDS,,,beta-glucosidase-related glycosidases,BROSI_A3519,,184,278,87,107,,PROKKA_22523_CDS___beta-glucosidase-related glycosidases_BROSI_A3519_
PROKKA_22524,CDS,,,glycosyltransferase family 39,BROSI_A3522,,215,381,98,203,,PROKKA_22524_CDS___glycosyltransferase family 39_BROSI_A3522_
PROKKA_22525,CDS,,,methylase,BROSI_A1890,ubiquinone/menaquinone biosynthesis,105,183,35,59,,PROKKA_22525_CDS___methylase_BROSI_A1890_ubiquinone/menaquinone biosynthesis
PROKKA_22526,CDS,,,Fe-S oxidoreductase,BROSI_A3526,,175,296,58,73,,PROKKA_22526_CDS___Fe-S oxidoreductase_BROSI_A3526_
PROKKA_22527,CDS,,,glycosyltransferase group 2 family domain protein,BROSI_A3527,,166,203,35,65,,PROKKA_22527_CDS___glycosyltransferase group 2 family domain protein_BROSI_A3527_
PROKKA_22528,CDS,smc_19,,Chromosome partition protein Smc,,,107,192,28,83,,PROKKA_22528_CDS_smc_19__Chromosome partition protein Smc__
PROKKA_22529,CDS,,,hypothetical protein,,,177,260,24,49,,PROKKA_22529_CDS___hypothetical protein__
PROKKA_22530,CDS,,,shikimate kinase,BROSI_A3530,,376,652,154,167,,PROKKA_22530_CDS___shikimate kinase_BROSI_A3530_
PROKKA_22531,CDS,,,hypothetical protein,,,141,267,86,113,,PROKKA_22531_CDS___hypothetical protein__
PROKKA_22532,CDS,,,hypothetical protein,,,42,65,10,35,,PROKKA_22532_CDS___hypothetical protein__
PROKKA_22533,CDS,,,PilT protein domain-containing protein,SCALIN_C29_0107,,317,511,250,301,,PROKKA_22533_CDS___PilT protein domain-containing protein_SCALIN_C29_0107_
PROKKA_22534,CDS,,,Antitoxin VapB32,,,93,146,41,112,,PROKKA_22534_CDS___Antitoxin VapB32__
PROKKA_22535,CDS,,,shikimate kinase,BROSI_A3530,,134,214,73,61,,PROKKA_22535_CDS___shikimate kinase_BROSI_A3530_
PROKKA_22536,CDS,,,3-dehydroquinate dehydratase / shikimate dehydrogenase,BROSI_A3531,,141,240,251,218,,PROKKA_22536_CDS___3-dehydroquinate dehydratase / shikimate dehydrogenase_BROSI_A3531_
PROKKA_22537,CDS,,,2-isopropylmalate synthase,BROSI_A3533,,1416,2342,953,771,,PROKKA_22537_CDS___2-isopropylmalate synthase_BROSI_A3533_
PROKKA_225374,CDS,,,hypothetical protein,,,137,174,37,40,,PROKKA_225374_CDS___hypothetical protein__
PROKKA_225375,CDS,,,hypothetical protein,,,241,410,93,82,,PROKKA_225375_CDS___hypothetical protein__
PROKKA_22538,CDS,,,hypothetical protein,,,1246,2254,5054,2534,,PROKKA_22538_CDS___hypothetical protein__
PROKKA_22539,CDS,,,hypothetical protein,,,26,18,8,22,,PROKKA_22539_CDS___hypothetical protein__
PROKKA_22540,CDS,,,N-acetylglucosaminyltransferases,BROSI_A0397,,328,588,192,319,,PROKKA_22540_CDS___N-acetylglucosaminyltransferases_BROSI_A0397_
PROKKA_22541,CDS,,,ATP-dependent RNA helicase,BROSI_A0398,,364,624,147,187,,PROKKA_22541_CDS___ATP-dependent RNA helicase_BROSI_A0398_
PROKKA_22542,CDS,,,RNP-1 like RNA-binding protein,BROSI_A1782,,48,148,39,56,,PROKKA_22542_CDS___RNP-1 like RNA-binding protein_BROSI_A1782_
PROKKA_22543,CDS,,,ABC-type amino acid transport system permease component,BROSI_A0399,,361,529,195,185,,PROKKA_22543_CDS___ABC-type amino acid transport system permease component_BROSI_A0399_
PROKKA_22544,CDS,,,ABC-type polar amino acid transport system ATPase component,BROSI_A0400,,75,137,65,66,,PROKKA_22544_CDS___ABC-type polar amino acid transport system ATPase component_BROSI_A0400_
PROKKA_22545,CDS,,,hypothetical protein,,,24,39,10,76,,PROKKA_22545_CDS___hypothetical protein__
PROKKA_22546,CDS,,,pyruvate carboxylase,BROSI_A3879,,1265,2343,519,785,,PROKKA_22546_CDS___pyruvate carboxylase_BROSI_A3879_
PROKKA_22547,CDS,,,NADH dehydrogenase,BROSI_A3722,,284,459,67,68,,PROKKA_22547_CDS___NADH dehydrogenase_BROSI_A3722_
PROKKA_22548,CDS,,,inositol-1-monophosphatase,BROSI_A2176,,62,90,12,19,,PROKKA_22548_CDS___inositol-1-monophosphatase_BROSI_A2176_
PROKKA_22549,CDS,,,phosphoribosylaminoimidazole-succinocarboxamide synthase,BROSI_A2177,,61,124,26,36,,PROKKA_22549_CDS___phosphoribosylaminoimidazole-succinocarboxamide synthase_BROSI_A2177_
PROKKA_22550,CDS,,,molecular chaperone,SCALIN_C29_0020,,104,129,13,24,,PROKKA_22550_CDS___molecular chaperone_SCALIN_C29_0020_
PROKKA_22551,CDS,,,lipoprotein releasing system transmembrane protein,BROSI_A2179,,293,490,81,157,,PROKKA_22551_CDS___lipoprotein releasing system transmembrane protein_BROSI_A2179_
PROKKA_22552,CDS,,,chorismate synthase,BROSI_A2180,,404,613,152,151,,PROKKA_22552_CDS___chorismate synthase_BROSI_A2180_
PROKKA_22553,tRNA,,,tRNA-Thr(tgt),,,102,128,32,22,,PROKKA_22553_tRNA___tRNA-Thr(tgt)__
PROKKA_22555,tRNA,,,tRNA-Gly(tcc),,,227,292,50,61,,PROKKA_22555_tRNA___tRNA-Gly(tcc)__
PROKKA_22556,tRNA,,,tRNA-Thr(ggt),,,122,212,27,41,,PROKKA_22556_tRNA___tRNA-Thr(ggt)__
PROKKA_22557,CDS,,,elongation factor EF-Tu,BROSI_A2198,,243,92,36,138,,PROKKA_22557_CDS___elongation factor EF-Tu_BROSI_A2198_
PROKKA_22558,CDS,rpmGA_1,,50S ribosomal protein L33 1,,,50,44,2,1,,PROKKA_22558_CDS_rpmGA_1__50S ribosomal protein L33 1__
PROKKA_22559,tRNA,,,tRNA-Trp(cca),,,25,35,8,6,,PROKKA_22559_tRNA___tRNA-Trp(cca)__
PROKKA_22560,CDS,,,preprotein translocase subunit SecE,BROSI_A2187,,628,1043,94,144,,PROKKA_22560_CDS___preprotein translocase subunit SecE_BROSI_A2187_
PROKKA_22561,CDS,,,transcription antitermination protein,BROSI_A2188,,336,493,61,112,,PROKKA_22561_CDS___transcription antitermination protein_BROSI_A2188_
PROKKA_22562,CDS,,,ribosomal protein L11,BROSI_A2189,,374,631,132,112,,PROKKA_22562_CDS___ribosomal protein L11_BROSI_A2189_
PROKKA_22563,CDS,,,ribosomal protein L1,BROSI_A2190,,292,466,95,70,,PROKKA_22563_CDS___ribosomal protein L1_BROSI_A2190_
PROKKA_22564,CDS,,,ribosomal protein L10,BROSI_A2191,,221,334,53,75,,PROKKA_22564_CDS___ribosomal protein L10_BROSI_A2191_
PROKKA_22565,CDS,,,ribosomal protein L7/L12,BROSI_A2192,,166,240,60,88,,PROKKA_22565_CDS___ribosomal protein L7/L12_BROSI_A2192_
PROKKA_22566,CDS,,,DNA-directed RNA polymerase beta chain,BROSI_A2193,,2026,3206,362,482,,PROKKA_22566_CDS___DNA-directed RNA polymerase beta chain_BROSI_A2193_
PROKKA_22567,CDS,,,DNA-directed RNA polymerase beta subunit,BROSI_A2194,,2871,4562,882,1561,,PROKKA_22567_CDS___DNA-directed RNA polymerase beta subunit_BROSI_A2194_
PROKKA_22568,CDS,,,ribosomal protein S12,BROSI_A2195,,72,142,13,24,,PROKKA_22568_CDS___ribosomal protein S12_BROSI_A2195_
PROKKA_22569,CDS,,,ribosomal protein S7,BROSI_A2196,,253,363,27,66,,PROKKA_22569_CDS___ribosomal protein S7_BROSI_A2196_
PROKKA_22570,CDS,,,translation elongation factor EF-G,BROSI_A2197,,1296,2032,209,335,,PROKKA_22570_CDS___translation elongation factor EF-G_BROSI_A2197_
PROKKA_22571,CDS,,,elongation factor EF-Tu,BROSI_A2198,,250,95,42,137,,PROKKA_22571_CDS___elongation factor EF-Tu_BROSI_A2198_
PROKKA_22572,CDS,,,ribosomal protein S10,BROSI_A2199,,60,101,4,16,,PROKKA_22572_CDS___ribosomal protein S10_BROSI_A2199_
PROKKA_22573,CDS,,,ribosomal protein L3,BROSI_A2200,,94,99,4,39,,PROKKA_22573_CDS___ribosomal protein L3_BROSI_A2200_
PROKKA_22574,CDS,,,ribosomal protein L4,BROSI_A2201,,144,197,20,23,,PROKKA_22574_CDS___ribosomal protein L4_BROSI_A2201_
PROKKA_22575,CDS,,,ribosomal protein L23,BROSI_A2202,,52,58,3,5,,PROKKA_22575_CDS___ribosomal protein L23_BROSI_A2202_
PROKKA_22576,CDS,,,ribosomal protein L2,BROSI_A2203,,120,155,20,40,,PROKKA_22576_CDS___ribosomal protein L2_BROSI_A2203_
PROKKA_22577,CDS,,,ribosomal protein S19,BROSI_A2204,,92,113,8,23,,PROKKA_22577_CDS___ribosomal protein S19_BROSI_A2204_
PROKKA_22578,CDS,,,ribosomal protein L22,BROSI_A2205,,285,478,14,34,,PROKKA_22578_CDS___ribosomal protein L22_BROSI_A2205_
PROKKA_22579,CDS,,,ribosomal protein S3,BROSI_A2206,,237,355,14,38,,PROKKA_22579_CDS___ribosomal protein S3_BROSI_A2206_
PROKKA_22580,CDS,,,ribosomal protein L16/L10E,BROSI_A2207,,106,109,21,37,,PROKKA_22580_CDS___ribosomal protein L16/L10E_BROSI_A2207_
PROKKA_22581,CDS,,,ribosomal protein L29,BROSI_A2208,,32,73,9,5,,PROKKA_22581_CDS___ribosomal protein L29_BROSI_A2208_
PROKKA_22582,CDS,,,ribosomal protein S17,BROSI_A2209,,55,49,6,28,,PROKKA_22582_CDS___ribosomal protein S17_BROSI_A2209_
PROKKA_22583,CDS,,,50S ribosomal protein L14,SCALIN_C29_0052,,123,150,9,35,,PROKKA_22583_CDS___50S ribosomal protein L14_SCALIN_C29_0052_
PROKKA_22584,CDS,,,ribosomal protein L24,BROSI_A2211,,107,110,3,12,,PROKKA_22584_CDS___ribosomal protein L24_BROSI_A2211_
PROKKA_22585,CDS,,,ribosomal protein L5,BROSI_A2212,,146,224,15,23,,PROKKA_22585_CDS___ribosomal protein L5_BROSI_A2212_
PROKKA_22586,CDS,,,ribosomal protein S8,BROSI_A2214,,89,171,1,5,,PROKKA_22586_CDS___ribosomal protein S8_BROSI_A2214_
PROKKA_22587,CDS,,,ribosomal protein L6,BROSI_A2215,,355,636,58,88,,PROKKA_22587_CDS___ribosomal protein L6_BROSI_A2215_
PROKKA_22588,CDS,,,ribosomal protein L18,BROSI_A2216,,38,71,7,25,,PROKKA_22588_CDS___ribosomal protein L18_BROSI_A2216_
PROKKA_22589,CDS,,,ribosomal protein S5,BROSI_A2217,,96,62,16,57,,PROKKA_22589_CDS___ribosomal protein S5_BROSI_A2217_
PROKKA_22590,CDS,,,ribosomal protein L15,BROSI_A2218,,220,268,14,25,,PROKKA_22590_CDS___ribosomal protein L15_BROSI_A2218_
PROKKA_22591,CDS,,,preprotein translocase SecY subunit,BROSI_A2219,,1295,2596,390,433,,PROKKA_22591_CDS___preprotein translocase SecY subunit_BROSI_A2219_
PROKKA_22592,CDS,,,adenylate kinase,BROSI_A2220,,653,1076,223,286,,PROKKA_22592_CDS___adenylate kinase_BROSI_A2220_
PROKKA_22593,CDS,,,methionine aminopeptidase,BROSI_A2221,,711,1179,105,200,,PROKKA_22593_CDS___methionine aminopeptidase_BROSI_A2221_
PROKKA_22594,CDS,,,translation initiation factor IF-1,BROSI_A2222,,201,344,17,47,,PROKKA_22594_CDS___translation initiation factor IF-1_BROSI_A2222_
PROKKA_22595,CDS,rpmJ_3,,50S ribosomal protein L36,,,58,81,9,14,,PROKKA_22595_CDS_rpmJ_3__50S ribosomal protein L36__
PROKKA_22596,CDS,,,ribosomal protein S13,BROSI_A2223,,299,510,40,78,,PROKKA_22596_CDS___ribosomal protein S13_BROSI_A2223_
PROKKA_22597,CDS,,,SAM dependent methyltransferase,BROSI_A2224,,347,612,35,88,,PROKKA_22597_CDS___SAM dependent methyltransferase_BROSI_A2224_
PROKKA_22598,CDS,,,ribosomal protein S11,BROSI_A2225,,144,215,12,24,,PROKKA_22598_CDS___ribosomal protein S11_BROSI_A2225_
PROKKA_22599,CDS,,,30S ribosomal protein S4,SCALIN_C29_0067,,997,1319,55,155,,PROKKA_22599_CDS___30S ribosomal protein S4_SCALIN_C29_0067_
PROKKA_22600,CDS,,,DNA-directed RNA polymerase alpha subunit,BROSI_A2227,,924,1643,172,160,,PROKKA_22600_CDS___DNA-directed RNA polymerase alpha subunit_BROSI_A2227_
PROKKA_22601,CDS,,,ribosomal protein L17,BROSI_A2228,,234,272,22,68,,PROKKA_22601_CDS___ribosomal protein L17_BROSI_A2228_
PROKKA_22602,CDS,,,nucleotide-binding protein,BROSI_A2229,,185,319,14,43,,PROKKA_22602_CDS___nucleotide-binding protein_BROSI_A2229_
PROKKA_22603,CDS,,,dual specificity protein phosphatase,BROSI_A2230,,152,263,42,66,,PROKKA_22603_CDS___dual specificity protein phosphatase_BROSI_A2230_
PROKKA_22604,CDS,,,activator of 2-hydroxyglutaryl-CoA dehydratase,BROSI_A2231,,616,964,327,442,,PROKKA_22604_CDS___activator of 2-hydroxyglutaryl-CoA dehydratase_BROSI_A2231_
PROKKA_22605,CDS,,,Na+-transporting NADH:ubiquinone oxidoreductase subunit F,BROSI_A2439,,440,723,78,133,,PROKKA_22605_CDS___Na+-transporting NADH:ubiquinone oxidoreductase subunit F_BROSI_A2439_
PROKKA_22606,CDS,,,hypothetical protein,,,30,40,5,11,,PROKKA_22606_CDS___hypothetical protein__
PROKKA_22607,CDS,,,Na+-transporting NADH:ubiquinone oxidoreductase subunit E,BROSI_A2438,,214,454,52,67,,PROKKA_22607_CDS___Na+-transporting NADH:ubiquinone oxidoreductase subunit E_BROSI_A2438_
PROKKA_22608,CDS,,,Na+-transporting NADH:ubiquinone oxidoreductase subunit C,BROSI_A2437,,67,95,14,18,,PROKKA_22608_CDS___Na+-transporting NADH:ubiquinone oxidoreductase subunit C_BROSI_A2437_
PROKKA_22609,CDS,,,Na+-transporting NADH:ubiquinone oxidoreductase subunit B,BROSI_A2436,,474,746,97,116,,PROKKA_22609_CDS___Na+-transporting NADH:ubiquinone oxidoreductase subunit B_BROSI_A2436_
PROKKA_22610,CDS,,,Na+-translocating NADH-quinone reductase subunit A,BROSI_A2435,,94,227,14,31,,PROKKA_22610_CDS___Na+-translocating NADH-quinone reductase subunit A_BROSI_A2435_
PROKKA_22611,CDS,,,metal dependent phosphohydrolase,BROSI_A2662,,3432,5300,6086,11792,,PROKKA_22611_CDS___metal dependent phosphohydrolase_BROSI_A2662_
PROKKA_22612,CDS,,,3-deoxy-D-manno-octulosonic-acid transferase,BROSI_A3343,,5983,9517,6501,7941,,PROKKA_22612_CDS___3-deoxy-D-manno-octulosonic-acid transferase_BROSI_A3343_
PROKKA_22613,CDS,,,deoxyhypusine synthase,BROSI_A2664,,780,1252,832,715,,PROKKA_22613_CDS___deoxyhypusine synthase_BROSI_A2664_
PROKKA_22615,CDS,,,chromosomal replication initiator protein,BROSI_A2665,,163,248,95,129,,PROKKA_22615_CDS___chromosomal replication initiator protein_BROSI_A2665_
PROKKA_22616,CDS,,,aminopeptidase,BROSI_A2666,,461,749,33,123,,PROKKA_22616_CDS___aminopeptidase_BROSI_A2666_
PROKKA_22617,CDS,,,acetyl-CoA carboxylase biotin carboxyl carrier protein,BROSI_A2667,,88,147,11,26,,PROKKA_22617_CDS___acetyl-CoA carboxylase biotin carboxyl carrier protein_BROSI_A2667_
PROKKA_22618,CDS,,,acetyl-CoA carboxylase biotin carboxylase subunit,BROSI_A2668,,326,560,72,63,,PROKKA_22618_CDS___acetyl-CoA carboxylase biotin carboxylase subunit_BROSI_A2668_
PROKKA_22619,CDS,,,cytochrome c-554 precursor,BROSI_A2669,,648,891,90,155,,PROKKA_22619_CDS___cytochrome c-554 precursor_BROSI_A2669_
PROKKA_22620,CDS,,,cytochrome b subunit of formate dehydrogenase,BROSI_A2670,,1655,2859,200,230,,PROKKA_22620_CDS___cytochrome b subunit of formate dehydrogenase_BROSI_A2670_
PROKKA_22621,CDS,,,cytochrome b subunit of formate dehydrogenase,SCALIN_C45_0034,,2562,4207,955,633,,PROKKA_22621_CDS___cytochrome b subunit of formate dehydrogenase_SCALIN_C45_0034_
PROKKA_22622,CDS,,,two component sigma54 specific Fis family transcriptional regulator,BROSI_A2672,,1413,2423,236,256,,PROKKA_22622_CDS___two component sigma54 specific Fis family transcriptional regulator_BROSI_A2672_
PROKKA_22623,CDS,,,hypothetical protein,,,321,466,927,778,,PROKKA_22623_CDS___hypothetical protein__
PROKKA_227570,CDS,,,putative transposase,BROSI_A3199,,241,212,22,122,,PROKKA_227570_CDS___putative transposase_BROSI_A3199_
PROKKA_227571,CDS,,,transposase,BROSI_A3200,,427,309,98,226,,PROKKA_227571_CDS___transposase_BROSI_A3200_
PROKKA_230870,CDS,,,hypothetical protein,,,45,35,38,51,,PROKKA_230870_CDS___hypothetical protein__
PROKKA_230871,CDS,,,hypothetical protein,,,54,21,24,39,,PROKKA_230871_CDS___hypothetical protein__
PROKKA_233237,CDS,,,hypothetical protein,,,72,7,16,37,,PROKKA_233237_CDS___hypothetical protein__
PROKKA_29084,CDS,,,phosphopyruvate hydratase,BROSI_A0345,,1461,2812,222,157,,PROKKA_29084_CDS___phosphopyruvate hydratase_BROSI_A0345_
PROKKA_29085,CDS,,,cell division protein,BROSI_A0346,,354,559,8,15,,PROKKA_29085_CDS___cell division protein_BROSI_A0346_
PROKKA_29086,CDS,,,gamma-glutamyl phosphate reductase,BROSI_A0347,,1074,2185,121,162,,PROKKA_29086_CDS___gamma-glutamyl phosphate reductase_BROSI_A0347_
PROKKA_29087,CDS,,,hypothetial protein,BROSI_A3878,,48,82,3,9,,PROKKA_29087_CDS___hypothetial protein_BROSI_A3878_
PROKKA_29088,CDS,,,ATPases of the AAA+ class,SCALIN_C10_0067,,309,598,71,63,,PROKKA_29088_CDS___ATPases of the AAA+ class_SCALIN_C10_0067_
PROKKA_29090,CDS,,,signal transduction histidine kinase,BROSI_A0349,,357,503,120,301,,PROKKA_29090_CDS___signal transduction histidine kinase_BROSI_A0349_
PROKKA_29091,CDS,,,signal transduction histidine kinase,BROSI_A0350,,145,183,41,61,,PROKKA_29091_CDS___signal transduction histidine kinase_BROSI_A0350_
PROKKA_29092,CDS,,,3-oxoacyl-(acyl-carrier-protein) synthase,BROSI_A0352,,346,517,126,145,,PROKKA_29092_CDS___3-oxoacyl-(acyl-carrier-protein) synthase_BROSI_A0352_
PROKKA_29093,CDS,,,radical SAM domain protein,BROSI_A0353,,195,297,109,113,,PROKKA_29093_CDS___radical SAM domain protein_BROSI_A0353_
PROKKA_29094,CDS,,,"response regulator containing CheY-like receiver, AAA-type ATPase and DNA-binding domains",BROSI_A0354,,68,74,30,47,,"PROKKA_29094_CDS___response regulator containing CheY-like receiver, AAA-type ATPase and DNA-binding domains_BROSI_A0354_"
PROKKA_29095,CDS,,,signal transduction histidine kinase,BROSI_A0350,,81,151,45,57,,PROKKA_29095_CDS___signal transduction histidine kinase_BROSI_A0350_
PROKKA_29096,CDS,,,response regulator containing a CheY-like receiver domain and an HD-GYP domain,BROSI_A0356,,302,505,29,60,,PROKKA_29096_CDS___response regulator containing a CheY-like receiver domain and an HD-GYP domain_BROSI_A0356_
PROKKA_29097,CDS,,,nucleotide-utilizing enzyme,BROSI_A0358,molybdopterin-biosynthesis,63,81,19,26,,PROKKA_29097_CDS___nucleotide-utilizing enzyme_BROSI_A0358_molybdopterin-biosynthesis
PROKKA_29098,CDS,,,excinuclease ABC subunit C,BROSI_A0359,,96,156,38,88,,PROKKA_29098_CDS___excinuclease ABC subunit C_BROSI_A0359_
PROKKA_29099,CDS,,,hypothetical protein,,,41,40,15,21,,PROKKA_29099_CDS___hypothetical protein__
PROKKA_29100,CDS,,,response regulator containing a CheY-like receiver domain and a GGDEF domain,BROSI_A3807,,222,357,32,38,,PROKKA_29100_CDS___response regulator containing a CheY-like receiver domain and a GGDEF domain_BROSI_A3807_
PROKKA_29101,CDS,,,hypothetical protein,,,21,28,3,1,,PROKKA_29101_CDS___hypothetical protein__
PROKKA_29102,CDS,,,choline dehydrogenase mitochondrial,BROSI_A3386,,11,24,2,9,,PROKKA_29102_CDS___choline dehydrogenase mitochondrial_BROSI_A3386_
PROKKA_29103,CDS,,,nicotinate-nucleotide adenylyltransferase,BROSI_A3385,,93,105,31,34,,PROKKA_29103_CDS___nicotinate-nucleotide adenylyltransferase_BROSI_A3385_
PROKKA_29104,CDS,,,hypothetical protein,,,246,359,55,180,,PROKKA_29104_CDS___hypothetical protein__
PROKKA_29105,CDS,,,nucleotide-binding protein,SCALIN_C17_0047,,23,25,9,3,,PROKKA_29105_CDS___nucleotide-binding protein_SCALIN_C17_0047_
PROKKA_29106,CDS,,,hypothetical protein,,,50,100,13,13,,PROKKA_29106_CDS___hypothetical protein__
PROKKA_29107,CDS,,,hypothetical protein,,,21,26,13,11,,PROKKA_29107_CDS___hypothetical protein__
PROKKA_29108,CDS,,,alanine racemase,BROSI_A1161,,94,112,16,51,,PROKKA_29108_CDS___alanine racemase_BROSI_A1161_
PROKKA_29109,CDS,,,small-conductance mechanosensitive channel,SCALIN_C47_0022,,229,375,79,123,,PROKKA_29109_CDS___small-conductance mechanosensitive channel_SCALIN_C47_0022_
PROKKA_29111,CDS,,,"kef-type K+ transport systems, predicted NAD-binding component",SCALIN_C04_0055,,54,107,21,31,,"PROKKA_29111_CDS___kef-type K+ transport systems, predicted NAD-binding component_SCALIN_C04_0055_"
PROKKA_29112,CDS,,,peptidase U62 modulator of DNA gyrase,BROSI_A3259,,138,188,37,51,,PROKKA_29112_CDS___peptidase U62 modulator of DNA gyrase_BROSI_A3259_
PROKKA_29113,CDS,,,twitching mobility protein,BROSI_A3258,,112,145,27,33,,PROKKA_29113_CDS___twitching mobility protein_BROSI_A3258_
PROKKA_29114,CDS,,,twitching mobility protein,BROSI_A3257,,121,231,18,29,,PROKKA_29114_CDS___twitching mobility protein_BROSI_A3257_
PROKKA_29115,CDS,,,Zn-dependent protease and their inactivated ,SCALIN_C17_0125,,97,114,32,38,,PROKKA_29115_CDS___Zn-dependent protease and their inactivated _SCALIN_C17_0125_
PROKKA_29116,CDS,,,DNA ligase,BROSI_A3254,,320,530,72,120,,PROKKA_29116_CDS___DNA ligase_BROSI_A3254_
PROKKA_29117,CDS,,,lipoate synthase,SCALIN_C17_0127,,839,1405,352,694,,PROKKA_29117_CDS___lipoate synthase_SCALIN_C17_0127_
PROKKA_29118,CDS,,,hypothetical protein,,,129,150,31,47,,PROKKA_29118_CDS___hypothetical protein__
PROKKA_29119,CDS,,,aspartate aminotransferase,BROSI_A3251,,200,325,69,90,,PROKKA_29119_CDS___aspartate aminotransferase_BROSI_A3251_
PROKKA_29120,CDS,,,hypothetical protein,,,6,12,2,2,,PROKKA_29120_CDS___hypothetical protein__
PROKKA_29121,CDS,,,protein with FOG domain and PKD repeat,BROSI_A3655,,204,357,46,32,,PROKKA_29121_CDS___protein with FOG domain and PKD repeat_BROSI_A3655_
PROKKA_29122,CDS,,,hypothetical protein,,,71,124,10,6,,PROKKA_29122_CDS___hypothetical protein__
PROKKA_29123,CDS,,,transcription elongation factor,BROSI_A3244,,3128,5833,597,546,,PROKKA_29123_CDS___transcription elongation factor_BROSI_A3244_
PROKKA_29124,CDS,,,phosphoenolpyruvate carboxylase,BROSI_A3245,,298,509,66,105,,PROKKA_29124_CDS___phosphoenolpyruvate carboxylase_BROSI_A3245_
PROKKA_29125,CDS,,,permease YjgP/YjgQ family protein,BROSI_A3246,,197,359,57,91,,PROKKA_29125_CDS___permease YjgP/YjgQ family protein_BROSI_A3246_
PROKKA_29126,CDS,,,rhomboid family protein,BROSI_A3247,,434,825,303,560,,PROKKA_29126_CDS___rhomboid family protein_BROSI_A3247_
PROKKA_29127,CDS,,,dihydrodipicolinate reductase,BROSI_A3248,,244,467,87,128,,PROKKA_29127_CDS___dihydrodipicolinate reductase_BROSI_A3248_
PROKKA_29128,CDS,,,ATP-dependent Clp protease ATP-binding subunit ClpB,BROSI_A3249,,1633,3150,560,642,,PROKKA_29128_CDS___ATP-dependent Clp protease ATP-binding subunit ClpB_BROSI_A3249_
PROKKA_29129,CDS,,,redoxin domain protein,BROSI_A3250,,104,184,9,40,,PROKKA_29129_CDS___redoxin domain protein_BROSI_A3250_
PROKKA_29131,CDS,,,cation transport ATPase,BROSI_A2825,,71,71,28,59,,PROKKA_29131_CDS___cation transport ATPase_BROSI_A2825_
PROKKA_29132,CDS,,,hypothetical protein,,,3,0,0,4,,PROKKA_29132_CDS___hypothetical protein__
PROKKA_29133,CDS,,,hypothetical protein,,,18,7,1,34,,PROKKA_29133_CDS___hypothetical protein__
PROKKA_29134,CDS,,,hypothetical protein,,,16,10,12,14,,PROKKA_29134_CDS___hypothetical protein__
PROKKA_29135,CDS,,,hypothetical protein,,,32,32,35,51,,PROKKA_29135_CDS___hypothetical protein__
PROKKA_29136,CDS,,,hypothetical protein,,,73,82,43,48,,PROKKA_29136_CDS___hypothetical protein__
PROKKA_29137,CDS,,,hypothetical protein,,,28,20,12,14,,PROKKA_29137_CDS___hypothetical protein__
PROKKA_29138,CDS,,,hypothetical protein,,,13,15,10,4,,PROKKA_29138_CDS___hypothetical protein__
PROKKA_29139,CDS,,,hypothetical protein,,,14,7,10,10,,PROKKA_29139_CDS___hypothetical protein__
PROKKA_29140,CDS,,,hypothetical protein,,,47,97,16,34,,PROKKA_29140_CDS___hypothetical protein__
PROKKA_29141,CDS,,,hypothetical protein,,,54,43,14,35,,PROKKA_29141_CDS___hypothetical protein__
PROKKA_29142,CDS,,,hypothetical protein,,,65,67,23,48,,PROKKA_29142_CDS___hypothetical protein__
PROKKA_29143,CDS,,,ATP-dependent Clp protease ATP-binding subunit,BROSI_A2813,,831,1393,247,463,,PROKKA_29143_CDS___ATP-dependent Clp protease ATP-binding subunit_BROSI_A2813_
PROKKA_29144,CDS,,,selenocysteine-specific translation elongation factor,BROSI_A2734,,256,429,64,100,,PROKKA_29144_CDS___selenocysteine-specific translation elongation factor_BROSI_A2734_
