scaffold	orf	hmm.id
5573	4	TIGR00392
740	6	TIGR00392
20	205	TIGR00392
3775	9	TIGR00392
2937	6	TIGR00392
5237	1	TIGR00392
1545	19	TIGR00392
4	322	TIGR00392
15444	4	TIGR00392
1	883	TIGR00392
7	318	TIGR00392
2860	8	TIGR00392
9103	1	TIGR00392
14545	3	TIGR00392
4934	7	TIGR00392
46990	1	TIGR00392
1932	7	TIGR00392
213	82	TIGR00392
10211	2	TIGR00392
11237	2	TIGR00392
1044	13	TIGR00392
6334	1	TIGR00392
66	188	TIGR00396
4717	10	TIGR00396
5558	6	TIGR00396
12668	1	TIGR00396
6	601	TIGR00396
1550	7	TIGR00396
382	18	TIGR00396
111	27	TIGR00396
2927	11	TIGR00396
20	129	TIGR00396
5	650	TIGR00396
198	68	TIGR00396
19	249	TIGR00396
1505	12	TIGR00396
318	12	TIGR00396
8722	3	TIGR00396
3	1083	TIGR00396
787	26	TIGR00396
29	268	TIGR00396
17	170	TIGR00396
11884	2	TIGR00396
10705	2	TIGR00396
14233	1	TIGR00396
3174	6	TIGR00396
11001	1	TIGR00396
178	94	TIGR00396
5126	7	TIGR00396
358	21	TIGR00396
40	121	TIGR00396
1945	7	TIGR00396
128	40	TIGR00396
718	12	TIGR00396
12674	3	TIGR00396
64	64	TIGR00396
196	86	TIGR00396
1	1246	TIGR00396
2794	12	TIGR00396
712	6	TIGR00396
2479	11	TIGR00396
2738	9	TIGR00396
4	1092	TIGR00396
1501	1	TIGR00396
548	2	TIGR00396
32	136	TIGR00396
21550	1	TIGR00396
8799	1	TIGR00396
4525	8	TIGR00396
15754	2	TIGR00396
30142	1	TIGR00396
19972	1	TIGR00396
11804	3	TIGR00396
9647	3	TIGR00396
33441	1	TIGR00396
29369	2	TIGR00396
35181	2	TIGR00396
290	42	TIGR00408
74	104	TIGR00408
181	71	TIGR00408
33	88	TIGR00408
2518	10	TIGR00408
2083	11	TIGR00408
132	24	TIGR00408
767	13	TIGR00408
8553	5	TIGR00408
33061	1	TIGR00408
22	155	TIGR00408
6890	7	TIGR00408
18919	1	TIGR00408
95219	2	TIGR00408
12	299	TIGR00409
5514	6	TIGR00409
999	24	TIGR00409
3188	10	TIGR00409
270	18	TIGR00409
5885	7	TIGR00409
43	93	TIGR00409
1079	26	TIGR00409
28420	2	TIGR00409
3361	8	TIGR00409
31	28	TIGR00409
113	125	TIGR00409
389	54	TIGR00409
372	52	TIGR00409
1288	11	TIGR00409
4985	6	TIGR00409
5376	7	TIGR00409
1706	20	TIGR00409
3443	6	TIGR00409
2271	9	TIGR00409
98	50	TIGR00409
25826	1	TIGR00409
1	460	TIGR00409
2518	9	TIGR00409
2199	8	TIGR00409
496	4	TIGR00409
2753	6	TIGR00409
12677	3	TIGR00409
22588	4	TIGR00409
3147	10	TIGR00409
55	78	TIGR00409
2406	10	TIGR00409
236	91	TIGR00409
7320	4	TIGR00409
2684	4	TIGR00409
1540	5	TIGR00409
3573	11	TIGR00409
5287	5	TIGR00409
21505	3	TIGR00409
4	327	TIGR00409
83491	1	TIGR00409
16932	2	TIGR00409
3	1100	TIGR00409
6058	1	TIGR00409
15709	3	TIGR00409
18978	1	TIGR00409
5209	2	TIGR00409
2476	3	TIGR00414
960	3	TIGR00414
290	3	TIGR00414
1505	13	TIGR00414
6434	4	TIGR00414
227	4	TIGR00414
108	120	TIGR00414
102	149	TIGR00414
19	114	TIGR00414
29	269	TIGR00414
10248	2	TIGR00414
483	33	TIGR00414
223	33	TIGR00414
26679	1	TIGR00414
19972	2	TIGR00414
1200	13	TIGR00414
16717	4	TIGR00414
24237	3	TIGR00414
67558	1	TIGR00414
24	80	TIGR00414
1654	13	TIGR00414
15634	3	TIGR00414
4688	2	TIGR00414
54971	1	TIGR00414
8080	4	TIGR00414
81	129	TIGR00414
587	27	TIGR00414
132	68	TIGR00414
2206	2	TIGR00414
1549	18	TIGR00414
27711	2	TIGR00414
391	6	TIGR00414
1520	17	TIGR00414
4	449	TIGR00414
9719	2	TIGR00414
396	30	TIGR00414
1332	3	TIGR00414
284	73	TIGR00414
829	10	TIGR00414
5419	4	TIGR00414
48	28	TIGR00414
6679	5	TIGR00414
3	579	TIGR00414
20883	1	TIGR00414
7124	3	TIGR00414
26427	2	TIGR00414
7983	2	TIGR00414
2087	5	TIGR00414
74914	1	TIGR00414
8466	3	TIGR00414
22	164	TIGR00414
114529	1	TIGR00414
2570	7	TIGR00414
1	1134	TIGR00414
7	301	TIGR00414
12274	1	TIGR00414
14148	3	TIGR00414
8921	6	TIGR00418
7240	2	TIGR00418
1909	12	TIGR00418
50924	1	TIGR00418
1115	14	TIGR00418
34	192	TIGR00418
716	3	TIGR00418
252	109	TIGR00418
11859	4	TIGR00418
5	182	TIGR00418
9789	2	TIGR00418
130	120	TIGR00418
13358	4	TIGR00418
2034	9	TIGR00418
4872	6	TIGR00418
19	240	TIGR00418
258	58	TIGR00418
2	537	TIGR00418
2562	6	TIGR00418
235	78	TIGR00418
14479	3	TIGR00418
271	53	TIGR00418
523	10	TIGR00418
243	10	TIGR00418
55	240	TIGR00418
6072	3	TIGR00418
11487	2	TIGR00418
11026	3	TIGR00418
245	14	TIGR00418
4	132	TIGR00418
14	342	TIGR00418
13326	3	TIGR00418
18594	3	TIGR00418
9681	4	TIGR00418
5285	9	TIGR00418
21630	1	TIGR00418
351	4	TIGR00418
475	40	TIGR00418
178	5	TIGR00418
30608	1	TIGR00418
2340	11	TIGR00418
12876	4	TIGR00418
5116	4	TIGR00418
3	190	TIGR00418
10611	5	TIGR00418
1670	8	TIGR00418
130	119	TIGR00418
274	8	TIGR00418
660	4	TIGR00418
3344	6	TIGR00418
22	55	TIGR00418
1	730	TIGR00418
82864	1	TIGR00418
90133	1	TIGR00418
84895	1	TIGR00418
101828	1	TIGR00418
24832	3	TIGR00418
29138	5	TIGR00418
4050	7	TIGR00418
30050	2	TIGR00418
77037	1	TIGR00418
4831	7	TIGR00418
3256	1	TIGR00418
9056	3	TIGR00420
3772	9	TIGR00420
73	66	TIGR00420
40551	1	TIGR00420
2283	12	TIGR00420
809	20	TIGR00420
70	124	TIGR00420
2707	13	TIGR00420
1719	19	TIGR00420
202	41	TIGR00420
3	513	TIGR00420
51332	1	TIGR00420
173	63	TIGR00420
76382	2	TIGR00420
34	56	TIGR00420
4602	4	TIGR00420
2459	7	TIGR00420
4	366	TIGR00420
4083	8	TIGR00420
372	64	TIGR00420
945	27	TIGR00420
229	92	TIGR00420
31	186	TIGR00420
368	52	TIGR00420
205	70	TIGR00420
488	9	TIGR00420
140	107	TIGR00420
22697	2	TIGR00420
3684	4	TIGR00420
2202	14	TIGR00420
45	88	TIGR00420
10	415	TIGR00420
3096	7	TIGR00420
7556	5	TIGR00420
10121	4	TIGR00420
48	146	TIGR00420
2862	7	TIGR00420
6313	2	TIGR00420
21739	2	TIGR00420
197	54	TIGR00420
8404	1	TIGR00420
5	213	TIGR00420
109	71	TIGR00420
4763	6	TIGR00420
5435	7	TIGR00420
1	2285	TIGR00420
42	37	TIGR00420
88762	1	TIGR00420
13463	4	TIGR00420
36640	1	TIGR00420
10939	4	TIGR00420
6315	3	TIGR00420
4843	1	TIGR00420
43	106	TIGR00422
1079	17	TIGR00422
16721	1	TIGR00422
370	10	TIGR00422
14988	2	TIGR00422
28070	1	TIGR00422
662	37	TIGR00422
2	625	TIGR00422
772	27	TIGR00422
279	80	TIGR00422
5018	2	TIGR00422
777	29	TIGR00422
21294	2	TIGR00422
159	67	TIGR00422
59	164	TIGR00422
1016	9	TIGR00422
954	2	TIGR00422
917	20	TIGR00422
8909	1	TIGR00422
3447	12	TIGR00422
196	51	TIGR00422
245	57	TIGR00422
5300	4	TIGR00422
2576	13	TIGR00422
5828	6	TIGR00422
576	3	TIGR00422
14114	2	TIGR00422
3179	10	TIGR00422
1749	17	TIGR00422
16463	4	TIGR00422
3	111	TIGR00422
35464	1	TIGR00422
3972	1	TIGR00422
623	6	TIGR00422
3342	4	TIGR00422
432	17	TIGR00422
5879	3	TIGR00422
120	13	TIGR00422
4	418	TIGR00422
11639	2	TIGR00422
22	171	TIGR00422
7320	1	TIGR00422
13094	1	TIGR00422
7	450	TIGR00422
6458	4	TIGR00422
213	36	TIGR00422
1	3082	TIGR00422
19961	2	TIGR00422
5105	7	TIGR00422
12587	2	TIGR00435
49	184	TIGR00435
16327	2	TIGR00435
18595	1	TIGR00435
222	37	TIGR00435
2	270	TIGR00435
5	769	TIGR00435
193	116	TIGR00435
1511	11	TIGR00435
258	38	TIGR00435
324	6	TIGR00435
1189	8	TIGR00435
23686	2	TIGR00435
609	30	TIGR00435
129	80	TIGR00435
13481	2	TIGR00435
1320	11	TIGR00435
1859	8	TIGR00435
78	132	TIGR00435
8069	5	TIGR00435
45699	3	TIGR00435
1825	13	TIGR00435
876	5	TIGR00435
3329	4	TIGR00435
66	191	TIGR00435
4717	9	TIGR00435
1094	11	TIGR00435
9587	4	TIGR00435
262	36	TIGR00435
1202	12	TIGR00435
16560	4	TIGR00435
5333	6	TIGR00435
60470	1	TIGR00435
25243	3	TIGR00435
23959	2	TIGR00435
8176	5	TIGR00435
3	727	TIGR00435
13396	2	TIGR00435
27	197	TIGR00435
35783	2	TIGR00435
525	2	TIGR00435
4094	7	TIGR00435
24678	2	TIGR00435
3665	1	TIGR00435
56486	1	TIGR00435
1940	25	TIGR00435
5420	4	TIGR00435
4	238	TIGR00435
1597	4	TIGR00435
7178	7	TIGR00435
213	69	TIGR00435
11	164	TIGR00435
30678	3	TIGR00435
5495	7	TIGR00435
6070	5	TIGR00435
1282	22	TIGR00435
420	71	TIGR00435
2115	13	TIGR00435
1670	11	TIGR00435
7	52	TIGR00435
35993	1	TIGR00436
108	103	TIGR00436
18665	2	TIGR00436
8791	6	TIGR00436
357	58	TIGR00436
19	266	TIGR00436
561	19	TIGR00436
3339	10	TIGR00436
771	38	TIGR00436
2173	16	TIGR00436
56	224	TIGR00436
290	40	TIGR00436
176	46	TIGR00436
1156	14	TIGR00436
12738	2	TIGR00436
223	89	TIGR00436
39	208	TIGR00436
1779	2	TIGR00436
1136	21	TIGR00436
206	88	TIGR00436
196	105	TIGR00436
15236	4	TIGR00436
536	34	TIGR00436
1732	5	TIGR00436
25329	2	TIGR00436
1300	26	TIGR00436
17328	6	TIGR00436
1916	11	TIGR00436
27577	3	TIGR00436
2521	8	TIGR00436
13447	2	TIGR00436
3	702	TIGR00436
2862	5	TIGR00436
1709	3	TIGR00436
1008	17	TIGR00436
831	18	TIGR00436
4	683	TIGR00436
31929	3	TIGR00436
57248	2	TIGR00436
19500	1	TIGR00436
39435	1	TIGR00436
1393	10	TIGR00436
649	5	TIGR00436
7581	4	TIGR00436
9994	2	TIGR00436
555	29	TIGR00436
246	54	TIGR00436
271	86	TIGR00436
1266	5	TIGR00436
4307	8	TIGR00436
18866	3	TIGR00436
8883	2	TIGR00436
1850	7	TIGR00436
6	628	TIGR00436
90	78	TIGR00436
1227	9	TIGR00436
182	84	TIGR00436
5	645	TIGR00436
1399	16	TIGR00436
250	26	TIGR00436
598	21	TIGR00436
7793	5	TIGR00436
215	74	TIGR00436
17772	1	TIGR00436
3389	4	TIGR00436
4	533	TIGR00436
5673	3	TIGR00436
24	205	TIGR00436
1156	15	TIGR00436
10634	2	TIGR00436
535	35	TIGR00436
771	41	TIGR00436
93745	2	TIGR00436
34789	1	TIGR00436
3970	9	TIGR00436
54	130	TIGR00436
3505	13	TIGR00436
14	382	TIGR00436
531	27	TIGR00436
587	4	TIGR00436
585	15	TIGR00436
3871	2	TIGR00436
390	36	TIGR00436
3	1001	TIGR00436
3324	3	TIGR00436
33934	1	TIGR00436
28513	5	TIGR00436
11	319	TIGR00436
11014	8	TIGR00436
568	7	TIGR00442
49	39	TIGR00442
598	17	TIGR00442
657	40	TIGR00442
250	23	TIGR00442
3389	7	TIGR00442
3970	6	TIGR00442
1247	7	TIGR00442
4561	7	TIGR00442
5	513	TIGR00442
4996	2	TIGR00442
35660	2	TIGR00442
15059	2	TIGR00442
4	295	TIGR00442
78	147	TIGR00442
436	4	TIGR00442
190	11	TIGR00442
315	61	TIGR00442
25989	1	TIGR00442
3	997	TIGR00442
8685	4	TIGR00442
4079	5	TIGR00442
511	9	TIGR00442
5302	2	TIGR00442
117	28	TIGR00442
90	182	TIGR00442
49842	1	TIGR00442
943	39	TIGR00442
7650	4	TIGR00442
4245	1	TIGR00442
127	2	TIGR00442
898	20	TIGR00442
7405	3	TIGR00442
4712	4	TIGR00442
3488	11	TIGR00442
10902	2	TIGR00442
487	37	TIGR00442
3214	6	TIGR00442
4738	5	TIGR00442
799	5	TIGR00442
577	39	TIGR00442
513	46	TIGR00442
54	238	TIGR00442
14765	4	TIGR00442
7749	8	TIGR00442
15	43	TIGR00442
11	275	TIGR00442
914	24	TIGR00442
2884	5	TIGR00442
45082	1	TIGR00442
18783	2	TIGR00459
49	105	TIGR00459
10350	3	TIGR00459
13161	2	TIGR00459
13	86	TIGR00459
1023	9	TIGR00459
999	14	TIGR00459
88	32	TIGR00459
190	12	TIGR00459
436	5	TIGR00459
1054	3	TIGR00459
78	146	TIGR00459
315	62	TIGR00459
39	225	TIGR00459
59	17	TIGR00459
349	43	TIGR00459
5080	6	TIGR00459
284	58	TIGR00459
5271	2	TIGR00459
14645	2	TIGR00459
140	38	TIGR00459
455	25	TIGR00459
313	21	TIGR00459
23	42	TIGR00459
3006	4	TIGR00459
85	20	TIGR00459
1	3077	TIGR00459
6730	3	TIGR00459
14	343	TIGR00459
2194	12	TIGR00459
1033	3	TIGR00459
4562	8	TIGR00459
14027	2	TIGR00459
511	8	TIGR00459
90	181	TIGR00459
4245	2	TIGR00459
44736	1	TIGR00459
2447	7	TIGR00459
3015	5	TIGR00459
3	1021	TIGR00459
4	552	TIGR00459
19848	3	TIGR00459
3331	9	TIGR00459
17793	4	TIGR00459
6991	4	TIGR00459
3475	6	TIGR00459
33110	1	TIGR00459
65078	2	TIGR00459
25291	2	TIGR00459
11929	4	TIGR00459
41007	1	TIGR00459
3444	11	TIGR00459
19701	1	TIGR00459
112666	1	TIGR00459
40139	2	TIGR00459
5674	4	TIGR00460
294	70	TIGR00460
7059	4	TIGR00460
105	86	TIGR00460
6192	6	TIGR00460
36219	3	TIGR00460
1958	4	TIGR00460
8318	5	TIGR00460
8696	4	TIGR00460
375	27	TIGR00460
357	7	TIGR00460
553	6	TIGR00460
5	190	TIGR00460
561	28	TIGR00460
3	538	TIGR00460
802	2	TIGR00460
185	76	TIGR00460
697	10	TIGR00460
1297	6	TIGR00460
246	84	TIGR00460
35	93	TIGR00460
548	14	TIGR00460
3795	3	TIGR00460
29	80	TIGR00460
28430	4	TIGR00460
17	321	TIGR00460
1022	22	TIGR00460
27829	2	TIGR00460
377	36	TIGR00460
1375	10	TIGR00460
4	382	TIGR00460
1053	22	TIGR00460
14257	1	TIGR00460
3324	4	TIGR00460
41452	3	TIGR00460
2203	11	TIGR00460
789	22	TIGR00460
15771	4	TIGR00460
1	998	TIGR00460
52	94	TIGR00460
6028	3	TIGR00460
90	156	TIGR00460
1971	9	TIGR00460
102884	2	TIGR00460
11	46	TIGR00460
17274	4	TIGR00460
11025	3	TIGR00468
40640	2	TIGR00468
8921	2	TIGR00468
716	7	TIGR00468
1038	13	TIGR00468
34	188	TIGR00468
252	105	TIGR00468
25327	3	TIGR00468
5	187	TIGR00468
39670	2	TIGR00468
78575	1	TIGR00468
2562	2	TIGR00468
7234	7	TIGR00468
235	81	TIGR00468
19	244	TIGR00468
258	62	TIGR00468
1909	8	TIGR00468
4872	2	TIGR00468
11666	3	TIGR00468
1115	10	TIGR00468
271	57	TIGR00468
446	46	TIGR00468
40064	3	TIGR00468
17	71	TIGR00468
90	143	TIGR00468
8003	4	TIGR00468
6566	6	TIGR00468
2034	5	TIGR00468
2578	2	TIGR00468
3886	9	TIGR00468
130	37	TIGR00468
171	106	TIGR00468
4027	5	TIGR00468
14	338	TIGR00468
3079	1	TIGR00468
1596	5	TIGR00468
1228	9	TIGR00468
1015	25	TIGR00468
9224	1	TIGR00468
4102	2	TIGR00468
475	36	TIGR00468
37185	1	TIGR00468
1	646	TIGR00468
42	217	TIGR00468
3	176	TIGR00468
10688	3	TIGR00468
39852	2	TIGR00468
55520	2	TIGR00468
4	481	TIGR00468
5	186	TIGR00471
11025	4	TIGR00472
716	8	TIGR00472
1250	17	TIGR00472
2	13	TIGR00472
1909	7	TIGR00472
1115	9	TIGR00472
8003	3	TIGR00472
2034	4	TIGR00472
252	104	TIGR00472
34	187	TIGR00472
475	35	TIGR00472
12401	1	TIGR00472
1038	14	TIGR00472
3	178	TIGR00472
90	142	TIGR00472
271	58	TIGR00472
4	479	TIGR00472
1596	6	TIGR00472
5945	2	TIGR00472
51898	1	TIGR00472
3886	10	TIGR00472
13091	4	TIGR00472
130	35	TIGR00472
34552	1	TIGR00472
14	337	TIGR00472
6844	1	TIGR00472
4872	1	TIGR00472
19	245	TIGR00472
4218	7	TIGR00472
258	63	TIGR00472
235	82	TIGR00472
1671	16	TIGR00472
1015	26	TIGR00472
14405	4	TIGR00472
6566	11	TIGR00472
8333	1	TIGR00472
11	125	TIGR00472
347	24	TIGR00472
446	45	TIGR00472
7847	1	TIGR00472
25327	4	TIGR00472
67620	1	TIGR00472
1	2470	TIGR00472
108	57	TIGR00487
14500	4	TIGR00487
1555	7	TIGR00487
9445	2	TIGR00487
5	745	TIGR00487
1587	8	TIGR00487
2891	14	TIGR00487
2702	8	TIGR00487
7840	5	TIGR00487
34	237	TIGR00487
24035	1	TIGR00487
10785	2	TIGR00487
5919	4	TIGR00487
2754	4	TIGR00487
340	39	TIGR00487
881	20	TIGR00487
953	22	TIGR00487
10	490	TIGR00487
161	54	TIGR00487
38	87	TIGR00487
2679	1	TIGR00487
1288	14	TIGR00487
126	75	TIGR00487
145	61	TIGR00487
13734	1	TIGR00487
306	12	TIGR00487
1322	12	TIGR00487
2048	11	TIGR00487
11935	3	TIGR00487
7	310	TIGR00487
186	21	TIGR00487
110	36	TIGR00487
561	13	TIGR00487
55	81	TIGR00487
666	31	TIGR00487
1	7	TIGR00487
297	8	TIGR00487
27	201	TIGR00487
8218	3	TIGR00487
18835	3	TIGR00487
8078	2	TIGR00487
1206	8	TIGR00487
2934	9	TIGR00487
3	1092	TIGR00487
66397	1	TIGR00487
24987	1	TIGR00487
4	335	TIGR00487
61266	1	TIGR00487
61267	1	TIGR00487
90231	1	TIGR00487
741	35	TIGR00487
6361	5	TIGR00487
13144	5	TIGR00487
73	94	TIGR00496
17	189	TIGR00496
61686	1	TIGR00496
9	65	TIGR00496
2275	2	TIGR00496
53697	2	TIGR00496
486	7	TIGR00496
2377	2	TIGR00496
22637	4	TIGR00496
470	35	TIGR00496
19085	2	TIGR00496
16829	4	TIGR00496
878	27	TIGR00496
2254	13	TIGR00496
21677	4	TIGR00496
112	100	TIGR00496
2057	15	TIGR00496
14048	2	TIGR00496
83	23	TIGR00496
4431	10	TIGR00496
9945	4	TIGR00496
1656	5	TIGR00496
1934	16	TIGR00496
81	178	TIGR00496
5222	7	TIGR00496
199	18	TIGR00496
172	34	TIGR00496
1540	13	TIGR00496
4965	5	TIGR00496
1094	9	TIGR00496
1059	26	TIGR00496
2513	6	TIGR00496
4457	4	TIGR00496
55	73	TIGR00496
235	57	TIGR00496
2457	12	TIGR00496
11013	2	TIGR00496
39945	3	TIGR00496
32740	2	TIGR00496
5700	2	TIGR00496
20	200	TIGR00496
263	5	TIGR00496
6498	5	TIGR00496
4	149	TIGR00496
46	16	TIGR00496
8526	6	TIGR00496
3	793	TIGR00496
5209	6	TIGR00496
1908	21	TIGR00496
141	46	TIGR00496
68	173	TIGR00496
1	481	TIGR00496
1940	14	TIGR00496
8313	3	TIGR00496
369	48	TIGR00575
528	25	TIGR00575
30541	2	TIGR00575
73	129	TIGR00575
78	33	TIGR00575
10059	5	TIGR00575
202	77	TIGR00575
2037	11	TIGR00575
34	225	TIGR00575
340	14	TIGR00575
176	110	TIGR00575
451	49	TIGR00575
2025	12	TIGR00575
358	54	TIGR00575
718	28	TIGR00575
881	30	TIGR00575
23198	2	TIGR00575
9	537	TIGR00575
173	100	TIGR00575
2	1383	TIGR00575
888	8	TIGR00575
118	60	TIGR00575
5128	5	TIGR00575
672	26	TIGR00575
9104	5	TIGR00575
2794	9	TIGR00575
123	12	TIGR00575
12996	4	TIGR00575
117	144	TIGR00575
1313	18	TIGR00575
313	26	TIGR00575
4904	5	TIGR00575
197	53	TIGR00575
5683	5	TIGR00575
15785	4	TIGR00575
29289	2	TIGR00575
3	664	TIGR00575
4	660	TIGR00575
41	136	TIGR00575
1832	9	TIGR00575
1	927	TIGR00575
786	1	TIGR00575
6315	6	TIGR00575
49426	1	TIGR00575
34212	1	TIGR00575
1289	19	TIGR00575
5775	1	TIGR00575
42	78	TIGR00575
20080	3	TIGR00575
61888	1	TIGR00575
12248	1	TIGR00575
72948	1	TIGR00575
10799	1	TIGR00575
457	41	TIGR00631
716	2	TIGR00631
3879	5	TIGR00631
957	28	TIGR00631
577	30	TIGR00631
24427	2	TIGR00631
3870	10	TIGR00631
34	193	TIGR00631
54	107	TIGR00631
429	7	TIGR00631
2562	7	TIGR00631
25165	1	TIGR00631
3596	6	TIGR00631
56	48	TIGR00631
6821	2	TIGR00631
312	3	TIGR00631
1778	15	TIGR00631
1085	19	TIGR00631
355	16	TIGR00631
2	262	TIGR00631
31	23	TIGR00631
5782	5	TIGR00631
16375	1	TIGR00631
1597	5	TIGR00631
113	105	TIGR00631
313	4	TIGR00631
672	11	TIGR00631
1349	20	TIGR00631
48	53	TIGR00631
92	6	TIGR00631
3892	4	TIGR00631
8217	3	TIGR00631
1087	9	TIGR00631
4422	2	TIGR00631
124	45	TIGR00631
1215	6	TIGR00631
3	431	TIGR00631
6204	13	TIGR00631
219	3	TIGR00631
16984	1	TIGR00631
4495	9	TIGR00631
7538	3	TIGR00631
23646	1	TIGR00631
141	122	TIGR00631
4	589	TIGR00631
623	4	TIGR00631
7698	8	TIGR00631
1	543	TIGR00631
98	122	TIGR00631
12139	1	TIGR00631
71310	1	TIGR00631
47198	2	TIGR00631
65651	1	TIGR00631
5928	5	TIGR00663
8666	3	TIGR00663
1813	10	TIGR00663
25	336	TIGR00663
35	142	TIGR00663
6864	3	TIGR00663
1032	14	TIGR00663
4867	3	TIGR00663
1958	12	TIGR00663
10206	2	TIGR00663
18782	2	TIGR00663
3330	2	TIGR00663
351	62	TIGR00663
20801	2	TIGR00663
14376	2	TIGR00663
5	508	TIGR00663
11437	4	TIGR00663
253	12	TIGR00663
3966	3	TIGR00663
609	38	TIGR00663
10299	5	TIGR00663
586	11	TIGR00663
472	5	TIGR00663
29764	3	TIGR00663
2	870	TIGR00663
4219	3	TIGR00663
44177	3	TIGR00663
21722	2	TIGR00663
385	42	TIGR00663
860	21	TIGR00663
514	37	TIGR00663
9812	1	TIGR00663
94	6	TIGR00663
2580	10	TIGR00663
4	14	TIGR00663
12515	3	TIGR00663
701	24	TIGR00663
880	16	TIGR00663
3830	9	TIGR00663
102	5	TIGR00663
3	1273	TIGR00663
25394	2	TIGR00663
88	160	TIGR00663
35547	2	TIGR00663
32	186	TIGR00663
565	31	TIGR00663
1525	7	TIGR00663
1	1430	TIGR00663
18310	3	TIGR00663
124	54	TIGR00663
147	13	TIGR00663
209	13	TIGR00663
26723	2	TIGR00663
52	79	TIGR00663
21254	2	TIGR00663
45	148	TIGR00663
100	119	TIGR00663
359	101	TIGR00663
115908	2	TIGR00663
42098	1	TIGR00663
19729	1	TIGR00663
108	40	TIGR00810
1529	9	TIGR00810
881	3	TIGR00810
34	254	TIGR00810
1553	17	TIGR00810
16308	1	TIGR00810
8	361	TIGR00810
74656	2	TIGR00810
7137	2	TIGR00810
428	22	TIGR00810
121801	2	TIGR00810
4257	2	TIGR00810
3941	5	TIGR00810
32734	1	TIGR00810
548	26	TIGR00810
3991	10	TIGR00810
2	609	TIGR00810
206	36	TIGR00810
4033	9	TIGR00810
45209	3	TIGR00810
37503	1	TIGR00810
3882	3	TIGR00810
712	38	TIGR00810
1679	14	TIGR00810
4173	3	TIGR00810
3969	9	TIGR00810
1921	9	TIGR00810
450	36	TIGR00810
149	59	TIGR00810
705	26	TIGR00810
11990	3	TIGR00810
3	82	TIGR00810
1085	25	TIGR00810
12005	2	TIGR00810
6854	7	TIGR00810
1534	18	TIGR00810
1	2561	TIGR00810
29955	2	TIGR00810
46	88	TIGR00810
20843	1	TIGR00810
2539	7	TIGR00810
140	12	TIGR00810
227	63	TIGR00810
4	80	TIGR00810
121	42	TIGR00810
16	204	TIGR00810
330	4	TIGR00810
1873	5	TIGR00810
173	90	TIGR00810
69207	2	TIGR00810
214	67	TIGR00810
107735	2	TIGR00810
11	159	TIGR00810
58087	3	TIGR00810
128187	3	TIGR00810
28608	2	TIGR00855
5166	2	TIGR00855
2840	2	TIGR00855
3286	2	TIGR00855
5462	2	TIGR00855
20787	2	TIGR00855
262	44	TIGR00855
324	12	TIGR00855
6	554	TIGR00855
18571	4	TIGR00855
3733	3	TIGR00855
2348	7	TIGR00855
13813	3	TIGR00855
3736	3	TIGR00855
18078	3	TIGR00855
8881	7	TIGR00855
40681	1	TIGR00855
568	24	TIGR00855
4247	8	TIGR00855
8267	7	TIGR00855
1372	28	TIGR00855
13289	5	TIGR00855
8	100	TIGR00855
906	31	TIGR00855
412	30	TIGR00855
13382	7	TIGR00855
4	189	TIGR00855
65	205	TIGR00855
2846	5	TIGR00855
33	77	TIGR00855
48	213	TIGR00855
1689	18	TIGR00855
6741	4	TIGR00855
3	812	TIGR00855
6110	2	TIGR00855
46	191	TIGR00855
420	63	TIGR00855
76	79	TIGR00855
3745	2	TIGR00855
1329	25	TIGR00855
535	23	TIGR00855
138	107	TIGR00855
7748	2	TIGR00855
22	223	TIGR00855
765	41	TIGR00855
3488	7	TIGR00855
7	161	TIGR00855
1594	19	TIGR00855
2166	6	TIGR00855
8444	3	TIGR00855
1803	18	TIGR00855
6401	8	TIGR00855
10989	2	TIGR00855
43614	2	TIGR00855
5496	4	TIGR00855
1	2135	TIGR00855
4221	7	TIGR00855
40317	1	TIGR00855
79829	3	TIGR00922
8373	3	TIGR00922
6	550	TIGR00922
5166	6	TIGR00922
4247	4	TIGR00922
23360	3	TIGR00922
48094	3	TIGR00922
105575	2	TIGR00922
1329	29	TIGR00922
765	45	TIGR00922
1594	23	TIGR00922
1803	22	TIGR00922
8881	3	TIGR00922
29252	2	TIGR00922
13382	3	TIGR00922
558	15	TIGR00922
2348	11	TIGR00922
39660	3	TIGR00922
3286	6	TIGR00922
38987	3	TIGR00922
9249	6	TIGR00922
3733	7	TIGR00922
12658	4	TIGR00922
4515	6	TIGR00922
88509	2	TIGR00922
3	219	TIGR00922
14161	3	TIGR00922
8267	3	TIGR00922
39184	3	TIGR00922
65	210	TIGR00922
4	909	TIGR00922
12935	3	TIGR00922
13115	5	TIGR00922
906	35	TIGR00922
420	52	TIGR00922
31230	2	TIGR00922
8	103	TIGR00922
82370	2	TIGR00922
5285	4	TIGR00922
6539	2	TIGR00922
6110	6	TIGR00922
568	20	TIGR00922
5462	6	TIGR00922
3736	7	TIGR00922
33	73	TIGR00922
324	8	TIGR00922
2844	9	TIGR00922
3746	3	TIGR00922
412	26	TIGR00922
262	40	TIGR00922
21153	3	TIGR00922
46	187	TIGR00922
76	75	TIGR00922
2166	10	TIGR00922
48	217	TIGR00922
2846	9	TIGR00922
138	111	TIGR00922
4221	3	TIGR00922
36	203	TIGR00922
141	8	TIGR00922
1	1411	TIGR00922
22585	1	TIGR00922
12714	5	TIGR00922
34385	1	TIGR00922
23801	1	TIGR00952
105435	2	TIGR00952
